project;class;method;merge commit;index;ANALYSIS;TOOL;VAL_ORIGINAL_TOOL;VAL_ORIGINAL_SPARK;VAL_FINAL_TOOL;VAL_FINAL_SPARK;DIVERGENT
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;getId(Object);00106c72391f5af2826c964dbbbe303bffee5a9f;788;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;mustGenerateObjectId(Object);00106c72391f5af2826c964dbbbe303bffee5a9f;728;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;mustGenerateObjectId(Object);00106c72391f5af2826c964dbbbe303bffee5a9f;758;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;mustGenerateObjectId(Object);00106c72391f5af2826c964dbbbe303bffee5a9f;789;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;setObjectId(Object, ObjectId);00106c72391f5af2826c964dbbbe303bffee5a9f;729;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;setObjectId(Object, ObjectId);00106c72391f5af2826c964dbbbe303bffee5a9f;759;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.JacksonObjectIdUpdater;setObjectId(Object, ObjectId);00106c72391f5af2826c964dbbbe303bffee5a9f;790;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jongo;org.jongo.marshall.jackson.bson4jackson.BsonDeserializers;BsonDeserializers();697fc67ed565bbaf3b67d4ad5e8a19ca8c09e90c;723;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jongo;org.jongo.marshall.jackson.bson4jackson.BsonDeserializers;BsonDeserializers();697fc67ed565bbaf3b67d4ad5e8a19ca8c09e90c;754;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jongo;org.jongo.marshall.jackson.bson4jackson.BsonDeserializers;BsonDeserializers();697fc67ed565bbaf3b67d4ad5e8a19ca8c09e90c;785;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jopt-simple;joptsimple.internal.Columns;piecesOfEmbeddedLine(String, int);257ac04e6ceefb074788b8c35a8e0287f0af6bef;373;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jqm4gwt;com.sksamuel.jqm4gwt.list.JQMListItem;setCheckBox(IconPos);6513def00e116ce29ef9eaeae02e18b8ec9a41db;118;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jruby-maven-plugins;de.saumya.mojo.gem.GemifyMojo;build(MavenProject, File);9a1038d1343abc2df3ead351e22d7d481bbdffbe;480;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jruby-maven-plugins;de.saumya.mojo.gem.PackageMojo;build(MavenProject, GemArtifact);1b783e16c0c48cfd4ac14e4bb393963879969688;482;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jruby-maven-plugins;de.saumya.mojo.gemify.GemifyMojo;execute();9a1038d1343abc2df3ead351e22d7d481bbdffbe;481;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jruby-maven-plugins;de.saumya.mojo.rspec.RSpecMojo;runIt(de.saumya.mojo.ruby.script.ScriptFactory, Mode, String);0a0cd61692b909d8d67aded996b9d6201ba7044e;475;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
jsign;net.jsign.AuthenticodeSigner;createSignedDataGenerator();8ebe5cfc204315fc84713ed0f8fdd12808dfbcc4;585;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jsondiff;foodev.jsondiff.JsonDiff;diff(JsonObject, JsonObject);4ac27123bccc0e733c27d3be222175e4862a5869;476;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jsondiff;foodev.jsondiff.JsonDiff;diff(JsonObject, JsonObject);cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769;477;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jsondiff;foodev.jsondiff.JsonDiff;findLeaves(Node, JsonElement, List<Leaf>);cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769;478;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jsondiff;foodev.jsondiff.JsonPatch;apply(JsonObject, JsonObject);cd3cba0a2fcc4f07a4e04f0e729962c2bbd6b769;479;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jsonld-java;com.github.jsonldjava.core.Context;parse(Object, List<String>, boolean);a88eacf0a94efb50e0e81a1d3faab4a9638d3ff1;970;or all;RTA;false-timeout;TRUE;TRUE;TRUE;False
jsonld-java;com.github.jsonldjava.core.JsonLdProcessor;frame(Object, Object, JsonLdOptions);67ce1f47c7e559fb636cf7c5a1cd2d5950990156;976;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
jstest-maven-plugin;net.awired.jstest.mojo.TestMojo;run();1842e580665903b7192e06575679fb39870601b5;1077;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
junit-plugin;hudson.tasks.junit.SuiteResult;parse(File, boolean);b9fadd8a0573896cae592149587752b4ab45b370;28;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
junit-rules;co.unruly.junit.IgnoreUntilRule;apply(Statement, Description);9f9e68b409b45bc46b8210c50964508e185dea8f;487;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.driver.internal.Robot;createBindCompleteListener(RegionInfo);808d53cfd9e2f32e8383d4fe75f1d318792e8946;489;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.driver.internal.Robot;createBindCompleteListener(RegionInfo);808d53cfd9e2f32e8383d4fe75f1d318792e8946;548;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.driver.internal.control.handler.ControlServerHandler;prepareReceived(ChannelHandlerContext, MessageEvent);5601ab5aab64da1d3b14b6b78eb1a44bd4811778;484;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
k3po;org.kaazing.k3po.driver.internal.control.handler.ControlServerHandler;prepareReceived(ChannelHandlerContext, MessageEvent);5601ab5aab64da1d3b14b6b78eb1a44bd4811778;543;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
k3po;org.kaazing.k3po.driver.internal.control.handler.ControlServerHandler;prepareReceived(ChannelHandlerContext, MessageEvent);5601ab5aab64da1d3b14b6b78eb1a44bd4811778;544;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
k3po;org.kaazing.k3po.driver.internal.control.handler.ControlServerHandler;prepareReceived(ChannelHandlerContext, MessageEvent);b147a61164f98a41ebf0ea384a568565d34295cb;530;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.driver.internal.control.handler.ControlServerHandler;prepareReceived(ChannelHandlerContext, MessageEvent);b147a61164f98a41ebf0ea384a568565d34295cb;556;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.driver.internal.control.handler.ControlServerHandler;prepareReceived(ChannelHandlerContext, MessageEvent);b147a61164f98a41ebf0ea384a568565d34295cb;557;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.driver.internal.netty.bootstrap.http.HttpClientChannelSource;httpMessageReceived(ChannelHandlerContext, MessageEvent, HttpChunk);1b2a7eaed60d376ab87a8130c29b2ec957bca767;485;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
k3po;org.kaazing.k3po.driver.internal.netty.bootstrap.http.HttpClientChannelSource;httpMessageReceived(ChannelHandlerContext, MessageEvent, HttpChunk);1b2a7eaed60d376ab87a8130c29b2ec957bca767;545;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
k3po;org.kaazing.k3po.junit.rules.K3poRule;apply(Statement, Description);b147a61164f98a41ebf0ea384a568565d34295cb;529;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
k3po;org.kaazing.k3po.junit.rules.K3poRule;apply(Statement, Description);b147a61164f98a41ebf0ea384a568565d34295cb;554;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
khs-sherpa;com.khs.sherpa.servlet.SherpaRequest;run();289155a83ee0e7fbac9c0fe2ce72d1af750b5926;642;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
khs-sherpa;com.khs.sherpa.servlet.SherpaServlet;init();289155a83ee0e7fbac9c0fe2ce72d1af750b5926;643;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
launch4j-maven-plugin;com.akathist.maven.plugins.launch4j.ClassPath;toL4j(Set);fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea;222;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
launch4j-maven-plugin;com.akathist.maven.plugins.launch4j.Jre;toL4j();fa32ac37750ca59daf0bc99d03ab1bf20c2f03ea;223;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
launch4j-maven-plugin;com.akathist.maven.plugins.launch4j.Launch4jMojo;doExecute();39b20ecf72eaceed9de727ed7697c43377210a43;218;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
launch4j-maven-plugin;com.akathist.maven.plugins.launch4j.Launch4jMojo;doExecute();a9c285647e87efe1b79f807945bddb313ec48dff;220;or all;RTA;TRUE;FALSE;TRUE;FALSE;True
launch4j-maven-plugin;com.akathist.maven.plugins.launch4j.Launch4jMojo;getLaunch4jVersion();7fcbfe2892665c6ac9197546184c8b1f6e437ae4;219;or all;RTA;TRUE;FALSE;TRUE;FALSE;True
ldap-plugin;hudson.security.LDAPSecurityRealm;loadUserByUsername(String);3eee59e25ac9c794d93058ac3043568c4eefb520;35;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
ldap-plugin;hudson.security.LDAPSecurityRealm;searchForGroupName(String);eea7336ee4cf2e275c469bea99f549eba74fdc2b;34;or all;RTA;TRUE;FALSE;TRUE;FALSE;True
ldp-testsuite;org.w3.ldp.testsuite.reporter.LdpEarlTestManifest;generateInformation(Method, String, ArrayList<ArrayList<Resource>>);a8f3dba6c261c5d9f6d8eff73f72e2712b9d25a4;8;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
ldp-testsuite;org.w3.ldp.testsuite.reporter.LdpHtmlReporter;getAdditionalInfo(ITestResult, ITestNGMethod);a7515238ae8139c8d6b2ee7e042183294ca3869f;7;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
libpam4j;org.jvnet.libpam.PAM;PAM(String);43d35c217451951500d0cb1246602c42494f7a28;861;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
libsass-maven-plugin;wrm.CompilationMojo;execute();3f55235a63376fa8cff15dabc9138d7a97d92832;341;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
license-maven-plugin;com.mycila.maven.plugin.license.Default;EXCLUDES;69c1f16b379a5f9a5ac098388ac2ab76e2d86501;240;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
license-maven-plugin;com.mycila.maven.plugin.license.dependencies.MavenProjectLicenses;getDependencies();0cbbf006623cd8c927cc333dc187badaad014601;236;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
liquibase;liquibase.change.ColumnConfig;ColumnConfig(Column);9ae2b572c79ff0273f1dfb2f867148e74dfebb98;836;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
liquibase;liquibase.util.LiquibaseUtil;getBuildInfo(String);47869406413cd360b95a15a0022c9dfc59a1637c;835;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
log-parser-plugin;hudson.plugins.logparser.LogParserParser;parseLog(Run<?,?>);a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8;42;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
log-parser-plugin;hudson.plugins.logparser.LogParserParser;parseLogBody(Run<?,?>, BufferedWriter, FilePath, String, int, Logger);a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8;41;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
log-parser-plugin;hudson.plugins.logparser.LogParserStatusComputer;computeStatusMatches(FilePath, int, String);a4d0e3ca611eef6567b9ac34a8b8453a35fb4fd8;38;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
log-synth;com.mapr.synth.Synth;call();83316ef849229d87b24ce5d0d6d54f1f76764759;284;or all;RTA;false-timeout;TRUE;TRUE;TRUE;False
log-synth;com.mapr.synth.Synth;main(String[]);83316ef849229d87b24ce5d0d6d54f1f76764759;285;or all;RTA;false-timeout;TRUE;TRUE;TRUE;False
logit;com.stuartwarren.logit.jul.Layout;doFormat(LogRecord);eac908db9cf67867431c05991d8f9fe0865ce4d8;215;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
logit;com.stuartwarren.logit.log4j1.Layout;doFormat(LoggingEvent);eac908db9cf67867431c05991d8f9fe0865ce4d8;216;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
logit;com.stuartwarren.logit.logstash.v1.LogstashV1Log;toString();eac908db9cf67867431c05991d8f9fe0865ce4d8;217;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
lolibox;io.loli.box.service.impl.AliStorageService;upload(InputStream, String, String, long);899ca5187a3701f6594779189467f31eacb3e33c;258;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
lsdpatch;kitEditor.Sample;createFromWav(File);2d1f4f1cd746930a9ce1236e44a0e8fe1b55391a;345;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lsdpatch;lsdpatch.LSDPatcher;processArguments(String[]);d71c2128e270a45a018b3d03ba39d18b74b658c3;342;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
lsdpatch;utils.CommandLineFunctions;extractFontToPng(String, int);d71c2128e270a45a018b3d03ba39d18b74b658c3;343;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lsdpatch;utils.CommandLineFunctions;fontToPng(String, String);d71c2128e270a45a018b3d03ba39d18b74b658c3;344;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
luwak;uk.co.flax.luwak.util.SpanRewriter;rewrite(Query);666bdd192e7e1e262d1ba9b71deb1519d626046c;119;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lyra;net.jodah.lyra.internal.ChannelHandler;canRecover(boolean);14e69c369afca578a1fd2796c2f6588f2cfe90b8;615;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lyra;net.jodah.lyra.internal.ChannelHandler;recoverChannel(boolean);14e69c369afca578a1fd2796c2f6588f2cfe90b8;614;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lyra;net.jodah.lyra.internal.ChannelHandler;recoverChannel(boolean);f6e0bf88bb1d2666d532f4aa6144132e9b79dd5f;612;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lyra;net.jodah.lyra.internal.ConnectionHandler;createConnection(RetryPolicy, boolean);14e69c369afca578a1fd2796c2f6588f2cfe90b8;618;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
lyra;net.jodah.lyra.internal.RetryableResource;callWithRetries(Callable<T>, RetryPolicy, boolean, boolean);14e69c369afca578a1fd2796c2f6588f2cfe90b8;620;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mafia-maven-plugin;nl.sijpesteijn.testing.fitnesse.plugins.FitNesseStarterMojo;execute();397e23f5f00948ceb35a9ab4cccdd34ff9543f01;621;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
mavanagaiata;com.github.koraktor.mavanagaiata.mojo.ChangelogMojo;run();e153234859a225b45352822576141fe470bada0f;94;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
maven-gitlog-plugin;com.github.danielflower.mavenplugins.gitlog.renderers.AsciidocRenderer;renderCommit(RevCommit);37784d6f29f5c446fcc52dc2d7416efb51123a03;499;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
maven-hpi-plugin;org.jenkinsci.maven.plugins.hpi.AbstractHpiMojo;setAttributes(Section);a4e85119cbfd5e48899b2cad3352e4ec718fdde1;62;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
maven-hpi-plugin;org.jenkinsci.maven.plugins.hpi.RunMojo;execute();7487ca2d90bff27b5e85f6bb1fd383504e8020c4;63;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
maven-hpi-plugin;org.jenkinsci.maven.plugins.hpi.TestDependencyMojo;scanWar(File, MavenSession, MavenProject);d65f4ba879cf14e39c5e502787d736afa054ea92;60;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
maven-hpi-plugin;org.jenkinsci.maven.plugins.hpi.TestInsertionMojo;execute();433cb4d66954d957616211c059228b7d1531b800;61;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mclauncher-api;sk.tomsik68.mclauncher.impl.versions.mcdownload.MCDResourcesInstaller;downloadAssetList(AssetIndex, IProgressMonitor);18b42d87e39be1a3bd4f51f5828aa7db54dd6e11;864;or all;RTA;TRUE;FALSE;TRUE;FALSE;True
mercurial-plugin;hudson.plugins.mercurial.CustomConfigTest;customConfiguration();8e3d433d21ddd1b66d003a65d71fab8d15781c6a;24;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mercurial-plugin;hudson.plugins.mercurial.MercurialSCMSource2Test;withCredentialsId();442c688d35c5d22fd37822285b997c0addc5c3eb;21;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mercurial-plugin;hudson.plugins.mercurial.MercurialSCMSource2Test;withCredentialsId();7ad0c7ed48378c86e23c90fadc32e647bbcd45c0;22;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mercurial-plugin;hudson.plugins.mercurial.SCMTestBase;parameterizedBuildsBranch();8e3d433d21ddd1b66d003a65d71fab8d15781c6a;25;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mes;com.qcadoo.mes.core.data.internal.DataAccessServiceImpl;save(String, Entity);55a021fd583f7e03838e5f64874d2cf48777c6c7;432;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
metrics-librato;com.librato.metrics.LibratoReporter;run();140caf9da468df3c5bedacf427b06903b0933a9e;583;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
migration-tools;com.nuodb.migrator.backup.Column;equals(Object);de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;247;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
migration-tools;com.nuodb.migrator.backup.format.value.SimpleValueFormatRegistryResolver;SimpleValueFormatRegistryResolver();de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;246;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
migration-tools;com.nuodb.migrator.jdbc.dialect.MSSQLServerDialect;initJdbcTypes();de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;254;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
migration-tools;com.nuodb.migrator.jdbc.dialect.NuoDBDialect;initJdbcTypeNames();de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;248;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
migration-tools;com.nuodb.migrator.jdbc.metadata.generator.HasTablesScriptGenerator;addTablesCreateScripts(Collection<Table>, Collection<String>, ScriptGeneratorManager);de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;253;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
migration-tools;com.nuodb.migrator.jdbc.metadata.generator.SequenceQualifyNamingStrategy;getNonPrefixedName(Sequence, ScriptGeneratorManager);de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;255;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
migration-tools;com.nuodb.migrator.jdbc.metadata.generator.TableScriptGenerator;getCreateScripts(Table, ScriptGeneratorManager);de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;257;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
migration-tools;com.nuodb.migrator.jdbc.metadata.generator.TableScriptGenerator;getTypeName(Column, ScriptGeneratorManager);de0e2f210167f6fea3a5a9937dfe42e1dccb4ddb;256;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongobee;com.github.mongobee.dao.ChangeEntryDao;connectMongoDb(Mongo, String);abf507930c55a2a4d918d70d5c3ff852fb5cbf5e;719;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
mongobee;com.github.mongobee.dao.ChangeEntryDao;connectMongoDb(Mongo, String);abf507930c55a2a4d918d70d5c3ff852fb5cbf5e;748;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
mongobee;com.github.mongobee.dao.ChangeEntryDao;connectMongoDb(Mongo, String);abf507930c55a2a4d918d70d5c3ff852fb5cbf5e;779;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
mongodb-async-driver;com.allanbank.mongodb.client.connection.socket.AbstractSocketConnection;doReceiveOne();d2f6677f0192ca72fb886a38029b7690dabcc7a0;250;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongodb-async-driver;com.allanbank.mongodb.client.connection.socket.SocketConnection;send(Message, Message, Callback<Reply>);d2f6677f0192ca72fb886a38029b7690dabcc7a0;249;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongodb-async-driver;com.allanbank.mongodb.connection.socket.SocketConnection;SocketConnection(ServerState, MongoDbConfiguration);2df4f3664dbf6f7217cd03ea369c9f7d28427892;259;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongowp;com.eightkdata.mongowp.mongoserver.api.safe.library.v3m0.commands.admin.DropIndexesCommand;marshall();cded7d4d4a7a5ef253a517e8755e565e8f32d6de;167;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongowp;com.eightkdata.mongowp.mongoserver.api.safe.library.v3m0.pojos.IndexOptions;unmarshall(BsonDocument);88f77f1ac377baa67eb1b65a2929fee51f541e0c;168;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongowp;com.eightkdata.mongowp.server.api.RequestProcessorAdaptor;executeCommand(C, QueryMessage, MessageReplier);88f77f1ac377baa67eb1b65a2929fee51f541e0c;169;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mongowp;com.eightkdata.mongowp.utils.BsonReaderTool;getHostAndPort(Entry<?>, String);0d07d54c9494205afde3a7a17a9b449bb2308e6d;148;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
moquette;io.moquette.spi.impl.ProtocolProcessor;processSubscribe(Channel, SubscribeMessage);3085ee54d8ec8ff1fdce167c698af7064fc3052f;874;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
moquette;io.moquette.spi.impl.ProtocolProcessor;processSubscribe(Channel, SubscribeMessage);3085ee54d8ec8ff1fdce167c698af7064fc3052f;929;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.input.XmlReaderSimInput;XmlReaderSimInput(ProjectMetaData, InputData);8d1945632c9b6321e6b10f522e999870352fc5af;566;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.input.model.output.impl.TrajectoriesInputImpl;TrajectoriesInputImpl(Element);dda7cfc15c5dc1102f21327f720973fa36dbc38b;580;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.output.impl.Macro3DImpl;Macro3DImpl(String, boolean, MacroInput, RoadSection);74bf00b4da88c667252186decf556361b856e32c;581;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.Simulator;initialize();633cf8a7804a537c3b908eff2ec21dc4213d9b77;562;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.Simulator;initialize();85b1821b4508a6ee489bd2f899caa01c1f3a94d6;579;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.Simulator;initialize();86a12a45b096cf729d955b0c076ac8a91923d227;568;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.Simulator;matchRoadSegmentsAndRoadInput(List<Road>);633cf8a7804a537c3b908eff2ec21dc4213d9b77;563;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.roadnetwork.RoadSegment;RoadSegment(double, int);10239d7f513a507e33bba526abfe0b696af80e0d;561;or all;RTA;TRUE;FALSE;TRUE;FALSE;True
movsim;org.movsim.simulator.roadnetwork.RoadSegment;checkForInconsistencies(double, long, boolean);633cf8a7804a537c3b908eff2ec21dc4213d9b77;564;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.roadnetwork.RoadSegment;updateVehicleAccelerations(double, double, long);10239d7f513a507e33bba526abfe0b696af80e0d;560;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.vehicles.Vehicle;updateAcceleration(double, RoadSegment, LaneSegment, LaneSegment, double, double);10239d7f513a507e33bba526abfe0b696af80e0d;559;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.simulator.vehicles.consumption.FuelConsumption;FuelConsumption(String, ConsumptionModelInput);57a6e06a93d33cfc24666e14225c57a8a6b2377f;567;or all;RTA;FALSE;FALSE;FALSE;FALSE;False
movsim;org.movsim.viewer.graphics.TrafficCanvas;drawRoadSectionIds(Graphics2D);633cf8a7804a537c3b908eff2ec21dc4213d9b77;565;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
movsim;org.movsim.viewer.graphics.TrafficCanvasScenarios;initGraphicSettings();8ca385dde480797527bebd140d5a32525b14f2a7;569;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
mybatis-3;org.apache.ibatis.type.TypeHandlerRegistry;getJdbcHandlerMap(Type);40872421fec3524a83f1ed5fd9df28c25e3db46d;578;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
naether;com.slackworks.naether.maven.Project;getDependencies(List<String>, boolean);cb2ae6004ec0fefd7cc67071c3a54026b53c795a;359;or all;RTA;TRUE;FALSE;TRUE;FALSE;True
nailgun;com.martiansoftware.nailgun.NGSession;run();7f1e1bc712bec6ad375f7d0e6cdc46323126b448;908;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
name-parser;org.gbif.nameparser.NameParserTest;phraseNames();3c1d815c087b4201c84f5bae97c9760487776e06;676;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nar-maven-plugin;com.github.maven_nar.Msvc;configureCCTask(CCTask);436a5cc07ad6d54972e719e8f23d0265593632e2;1075;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nar-maven-plugin;com.github.maven_nar.NarCompileMojo;createLibrary(Project, Library);4b92031b61e8d6dae2184dbf0a5954152933086b;1073;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nar-maven-plugin;com.github.maven_nar.cpptasks.CCTask;execute();2a22efb75d74ff6c6b87a26f4f00d2a790fad7ff;1076;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nar-maven-plugin;com.github.maven_nar.cpptasks.CompilerEnum;compilers;f094671078becaaf84107cb3859f4a41a66be2af;1074;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nassau;com.paritytrading.nassau.moldudp64.MoldUDP64Client;handle();77574c064155c1f9245f5dda74c0531bedc81c9e;110;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
netphony-network-protocols;es.tid.pce.pcep.constructs.PCEPIntiatedLSP;decode(byte[], int);cfab35baf55c9496446ba24b76345d8e52145511;440;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nfctools;org.nfctools.ndef.NdefRecordEncoder;NdefRecordEncoder();15659385c0127435a9d7ed840ff8f444d3d63053;912;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
nfctools;org.nfctools.ndef.ext.ExternalTypeEncoder;encodeRecord(Record, NdefMessageEncoder);15659385c0127435a9d7ed840ff8f444d3d63053;911;or all;RTA;TRUE;TRUE;TRUE;TRUE;False
